month,gid,gcode,game_date_local,tip_local_time,tip_away_local_time,tip_et_time,arena,city,state,status_code,status_text,visitor_abbr,visitor_team,visitor_city,home_abbr,home_team,home_city,utc_date,utc_time,seq,broadcasters_tv,broadcasters_radio,broadcasters_ott,broadcasters_natltv
January,0022500471,20260101/HOUBKN,2026-01-01,2026-01-01T18:00:00,2026-01-01T17:00:00,2026-01-01T18:00:00,Barclays Center,Brooklyn,NY,1,6:00 pm ET,HOU,Rockets,Houston,BKN,Nets,Brooklyn,2026-01-01,23:00,1,"NBA TV, Space City Home Network, YES",790 AM / S: KLTN TUDN,,NBA TV
January,0022500472,20260101/MIADET,2026-01-01,2026-01-01T19:00:00,2026-01-01T19:00:00,2026-01-01T19:00:00,Little Caesars Arena,Detroit,MI,1,7:00 pm ET,MIA,Heat,Miami,DET,Pistons,Detroit,2026-01-02,00:00,2,"FanDuel Sports Network - Sun, FDSNDTX","950 AM, FM 104.3 WQAM, 560 AM   / S: WAQI 710",,
January,0022500473,20260101/PHIDAL,2026-01-01,2026-01-01T19:30:00,2026-01-01T20:30:00,2026-01-01T20:30:00,American Airlines Center,Dallas,TX,1,8:30 pm ET,PHI,76ers,Philadelphia,DAL,Mavericks,Dallas,2026-01-02,01:30,3,"KFAA, NBC Sports Philadelphia","97.1 FM / S: 99.1 FM, 97.5 The Fanatic",MavsTV,
January,0022500474,20260101/BOSSAC,2026-01-01,2026-01-01T19:00:00,2026-01-01T22:00:00,2026-01-01T22:00:00,Golden 1 Center,Sacramento,CA,1,10:00 pm ET,BOS,Celtics,Boston,SAC,Kings,Sacramento,2026-01-02,03:00,4,"NBA TV, NBC SPORTS BOSTON, NBCSCA","98.5 The Sports Hub, Sactown Sports 1140 AM",,NBA TV
January,0022500475,20260101/UTALAC,2026-01-01,2026-01-01T19:30:00,2026-01-01T20:30:00,2026-01-01T22:30:00,Intuit Dome,Inglewood,CA,1,10:30 pm ET,UTA,Jazz,Utah,LAC,Clippers,LA,2026-01-02,03:30,5,"FanDuel Sports Network - SoCal, KJZZ",KZNS / KSL / S: KTUB,Jazz+,
January,0022500476,20260102/SASIND,2026-01-02,2026-01-02T19:00:00,2026-01-02T18:00:00,2026-01-02T19:00:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:00 pm ET,SAS,Spurs,San Antonio,IND,Pacers,Indiana,2026-01-03,00:00,1,FanDuel Sports Network - Indiana,"93.5/107.5 The Fan, WOAI/KXTN",,
January,0022500477,20260102/BKNWAS,2026-01-02,2026-01-02T19:00:00,2026-01-02T19:00:00,2026-01-02T19:00:00,Capital One Arena,Washington,DC,1,7:00 pm ET,BKN,Nets,Brooklyn,WAS,Wizards,Washington,2026-01-03,00:00,2,"Monumental Sports Network, YES",,,
January,0022500478,20260102/DENCLE,2026-01-02,2026-01-02T19:30:00,2026-01-02T17:30:00,2026-01-02T19:30:00,Rocket Arena,Cleveland,OH,1,7:30 pm ET,DEN,Nuggets,Denver,CLE,Cavaliers,Cleveland,2026-01-03,00:30,3,"Altitude, FanDuel Sports Network - Ohio",Altitude Sports Radio 92.5 FM,,
January,0022500479,20260102/ATLNYK,2026-01-02,2026-01-02T19:30:00,2026-01-02T19:30:00,2026-01-02T19:30:00,Madison Square Garden,New York,NY,1,7:30 pm ET,ATL,Hawks,Atlanta,NYK,Knicks,New York,2026-01-03,00:30,4,"MSG, Prime Video","880 ESPN New York, WZGC",,Prime Video
January,0022500480,20260102/ORLCHI,2026-01-02,2026-01-02T19:00:00,2026-01-02T20:00:00,2026-01-02T20:00:00,United Center,Chicago,IL,1,8:00 pm ET,ORL,Magic,Orlando,CHI,Bulls,Chicago,2026-01-03,01:00,5,"Chicago Sports Network, FanDuel Sports Network - Florida",,,
January,0022500481,20260102/CHAMIL,2026-01-02,2026-01-02T19:00:00,2026-01-02T20:00:00,2026-01-02T20:00:00,Fiserv Forum,Milwaukee,WI,1,8:00 pm ET,CHA,Hornets,Charlotte,MIL,Bucks,Milwaukee,2026-01-03,01:00,6,"FanDuel Sports Network - Southeast - Charlotte, FanDuel Sports Network - Wisconsin",WFNZ 610 AM/102.5 FM,,
January,0022500482,20260102/PORNOP,2026-01-02,2026-01-02T19:00:00,2026-01-02T17:00:00,2026-01-02T20:00:00,Smoothie King Center,New Orleans,LA,1,8:00 pm ET,POR,Trail Blazers,Portland,NOP,Pelicans,New Orleans,2026-01-03,01:00,7,"GCSEN, KUNP",Rip City Radio 620,"BlazerVision, Pelicans+",
January,0022500483,20260102/SACPHX,2026-01-02,2026-01-02T19:00:00,2026-01-02T18:00:00,2026-01-02T21:00:00,Mortgage Matchup Center,Phoenix,AZ,1,9:00 pm ET,SAC,Kings,Sacramento,PHX,Suns,Phoenix,2026-01-03,02:00,8,"Arizona's Family 3TV / Arizona's Family Sports, NBCSCA","KMVP 98.7 / S: KSUN, Sactown Sports 1140 AM",Suns+,
January,0022500484,20260102/OKCGSW,2026-01-02,2026-01-02T19:00:00,2026-01-02T21:00:00,2026-01-02T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,OKC,Thunder,Oklahoma City,GSW,Warriors,Golden State,2026-01-03,03:00,9,"FanDuel Sports Network - Oklahoma, NBCSBA, Prime Video","95.7 The Game, WWLS 98.1FM OKC",,Prime Video
January,0022500485,20260102/MEMLAL,2026-01-02,2026-01-02T19:30:00,2026-01-02T21:30:00,2026-01-02T22:30:00,Crypto.com Arena,Los Angeles,CA,1,10:30 pm ET,MEM,Grizzlies,Memphis,LAL,Lakers,Los Angeles,2026-01-03,03:30,10,"FanDuel Sports Network - Southeast - Memphis, Spectrum SportsNet",ESPN LA 710/1330 KWKW,Spectrum SportsNet+,
January,0022500486,20260103/MINMIA,2026-01-03,2026-01-03T17:00:00,2026-01-03T16:00:00,2026-01-03T17:00:00,Kaseya Center,Miami,FL,1,5:00 pm ET,MIN,Timberwolves,Minnesota,MIA,Heat,Miami,2026-01-03,22:00,1,"FanDuel Sports Network - North, FanDuel Sports Network - Sun, NBA TV","FM 104.3 WQAM, 560 AM   / S: WAQI 710",,NBA TV
January,0022500487,20260103/PHINYK,2026-01-03,2026-01-03T19:30:00,2026-01-03T19:30:00,2026-01-03T19:30:00,Madison Square Garden,New York,NY,1,7:30 pm ET,PHI,76ers,Philadelphia,NYK,Knicks,New York,2026-01-04,00:30,2,"MSG, NBA TV, NBC Sports Philadelphia","880 ESPN New York, 97.5 The Fanatic",,NBA TV
January,0022500488,20260103/ATLTOR,2026-01-03,2026-01-03T19:30:00,2026-01-03T19:30:00,2026-01-03T19:30:00,Scotiabank Arena,Toronto,ON,1,7:30 pm ET,ATL,Hawks,Atlanta,TOR,Raptors,Toronto,2026-01-04,00:30,3,"FanDuel Sports Network - Southeast - Atlanta, TSN, TSN","TSN Radio 1050, WZGC",,
January,0022500489,20260103/CHACHI,2026-01-03,2026-01-03T19:00:00,2026-01-03T20:00:00,2026-01-03T20:00:00,United Center,Chicago,IL,1,8:00 pm ET,CHA,Hornets,Charlotte,CHI,Bulls,Chicago,2026-01-04,01:00,4,"Chicago Sports Network Plus, FanDuel Sports Network - Southeast - Charlotte",WFNZ 610 AM/102.5 FM,,
January,0022500490,20260103/PORSAS,2026-01-03,2026-01-03T19:00:00,2026-01-03T17:00:00,2026-01-03T20:00:00,Frost Bank Center,San Antonio,TX,1,8:00 pm ET,POR,Trail Blazers,Portland,SAS,Spurs,San Antonio,2026-01-04,01:00,5,KUNP,"Rip City Radio 620, WOAI/KXTN",BlazerVision,
January,0022500491,20260103/HOUDAL,2026-01-03,2026-01-03T19:30:00,2026-01-03T19:30:00,2026-01-03T20:30:00,American Airlines Center,Dallas,TX,1,8:30 pm ET,HOU,Rockets,Houston,DAL,Mavericks,Dallas,2026-01-04,01:30,6,"KFAA, Space City Home Network","790 AM / S: KLTN TUDN, 97.1 FM / S: 99.1 FM",MavsTV,
January,0022500492,20260103/UTAGSW,2026-01-03,2026-01-03T19:00:00,2026-01-03T20:00:00,2026-01-03T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,UTA,Jazz,Utah,GSW,Warriors,Golden State,2026-01-04,03:00,7,"KJZZ, NBA TV, NBCSBA","95.7 The Game, KZNS / KSL / S: KTUB",Jazz+,NBA TV
January,0022500493,20260103/BOSLAC,2026-01-03,2026-01-03T19:30:00,2026-01-03T22:30:00,2026-01-03T22:30:00,Intuit Dome,Inglewood,CA,1,10:30 pm ET,BOS,Celtics,Boston,LAC,Clippers,LA,2026-01-04,03:30,8,"FanDuel Sports Network - SoCal, NBC SPORTS BOSTON",WROR (105.7 FM),,
January,0022500494,20260104/DETCLE,2026-01-04,2026-01-04T14:00:00,2026-01-04T14:00:00,2026-01-04T14:00:00,Rocket Arena,Cleveland,OH,1,2:00 pm ET,DET,Pistons,Detroit,CLE,Cavaliers,Cleveland,2026-01-04,19:00,1,"FanDuel Sports Network - Detroit, FanDuel Sports Network - Ohio",950 AM,,
January,0022500495,20260104/INDORL,2026-01-04,2026-01-04T15:00:00,2026-01-04T15:00:00,2026-01-04T15:00:00,Kia Center,Orlando,FL,1,3:00 pm ET,IND,Pacers,Indiana,ORL,Magic,Orlando,2026-01-04,20:00,2,"FanDuel Sports Network - Florida, FanDuel Sports Network - Indiana",93.5/107.5 The Fan,,
January,0022500496,20260104/DENBKN,2026-01-04,2026-01-04T15:30:00,2026-01-04T13:30:00,2026-01-04T15:30:00,Barclays Center,Brooklyn,NY,1,3:30 pm ET,DEN,Nuggets,Denver,BKN,Nets,Brooklyn,2026-01-04,20:30,3,"Altitude 2, YES",Altitude Sports Radio 950 AM,,
January,0022500497,20260104/NOPMIA,2026-01-04,2026-01-04T18:00:00,2026-01-04T17:00:00,2026-01-04T18:00:00,Kaseya Center,Miami,FL,1,6:00 pm ET,NOP,Pelicans,New Orleans,MIA,Heat,Miami,2026-01-04,23:00,4,"FanDuel Sports Network - Sun, GCSEN","FM 104.3 WQAM, 560 AM   / S: WAQI 710",Pelicans+,
January,0022500498,20260104/MINWAS,2026-01-04,2026-01-04T18:00:00,2026-01-04T17:00:00,2026-01-04T18:00:00,Capital One Arena,Washington,DC,1,6:00 pm ET,MIN,Timberwolves,Minnesota,WAS,Wizards,Washington,2026-01-04,23:00,5,"FanDuel Sports Network - North, Monumental Sports Network",,,
January,0022500499,20260104/OKCPHX,2026-01-04,2026-01-04T18:00:00,2026-01-04T19:00:00,2026-01-04T20:00:00,Mortgage Matchup Center,Phoenix,AZ,1,8:00 pm ET,OKC,Thunder,Oklahoma City,PHX,Suns,Phoenix,2026-01-05,01:00,6,"Arizona's Family 3TV / Arizona's Family Sports, FanDuel Sports Network - Oklahoma","ESPN 620 / S: KSUN, WWLS 98.1FM OKC",Suns+,
January,0022500500,20260104/MILSAC,2026-01-04,2026-01-04T18:00:00,2026-01-04T20:00:00,2026-01-04T21:00:00,Golden 1 Center,Sacramento,CA,1,9:00 pm ET,MIL,Bucks,Milwaukee,SAC,Kings,Sacramento,2026-01-05,02:00,7,"FanDuel Sports Network - Wisconsin, NBCSCA",Sactown Sports 1140 AM,,
January,0022500501,20260104/MEMLAL,2026-01-04,2026-01-04T18:30:00,2026-01-04T20:30:00,2026-01-04T21:30:00,Crypto.com Arena,Los Angeles,CA,1,9:30 pm ET,MEM,Grizzlies,Memphis,LAL,Lakers,Los Angeles,2026-01-05,02:30,8,"FanDuel Sports Network - Southeast - Memphis, Spectrum SportsNet",ESPN LA 710/1330 KWKW,Spectrum SportsNet+,
January,0022500502,20260105/NYKDET,2026-01-05,2026-01-05T19:00:00,2026-01-05T19:00:00,2026-01-05T19:00:00,Little Caesars Arena,Detroit,MI,1,7:00 pm ET,NYK,Knicks,New York,DET,Pistons,Detroit,2026-01-06,00:00,1,Peacock,"880 ESPN New York, 950 AM",,Peacock
January,0022500503,20260105/CHIBOS,2026-01-05,2026-01-05T19:30:00,2026-01-05T18:30:00,2026-01-05T19:30:00,TD Garden,Boston,MA,1,7:30 pm ET,CHI,Bulls,Chicago,BOS,Celtics,Boston,2026-01-06,00:30,2,"Chicago Sports Network, NBC SPORTS BOSTON",98.5 The Sports Hub,,
January,0022500504,20260105/ATLTOR,2026-01-05,2026-01-05T19:30:00,2026-01-05T19:30:00,2026-01-05T19:30:00,Scotiabank Arena,Toronto,ON,1,7:30 pm ET,ATL,Hawks,Atlanta,TOR,Raptors,Toronto,2026-01-06,00:30,3,"FanDuel Sports Network - Southeast - Atlanta, TSN, TSN","Sportsnet 590, WZGC",,
January,0022500505,20260105/PHXHOU,2026-01-05,2026-01-05T19:00:00,2026-01-05T18:00:00,2026-01-05T20:00:00,Toyota Center,Houston,TX,1,8:00 pm ET,PHX,Suns,Phoenix,HOU,Rockets,Houston,2026-01-06,01:00,4,"Arizona's Family 3TV / Arizona's Family Sports, Space City Home Network","790 AM / S: KLTN TUDN, KMVP 98.7 / S: KSUN",Suns+,
January,0022500506,20260105/CHAOKC,2026-01-05,2026-01-05T19:00:00,2026-01-05T20:00:00,2026-01-05T20:00:00,Paycom Center,Oklahoma City,OK,1,8:00 pm ET,CHA,Hornets,Charlotte,OKC,Thunder,Oklahoma City,2026-01-06,01:00,5,"FanDuel Sports Network - Oklahoma, FanDuel Sports Network - Southeast - Charlotte","WFNZ 610 AM/102.5 FM, WWLS/WKY",,
January,0022500507,20260105/DENPHI,2026-01-05,2026-01-05T20:30:00,2026-01-05T18:30:00,2026-01-05T20:30:00,Xfinity Mobile Arena,Philadelphia,PA,1,8:30 pm ET,DEN,Nuggets,Denver,PHI,76ers,Philadelphia,2026-01-06,01:30,6,Peacock,"97.5 The Fanatic, Altitude Sports Radio 92.5 FM",,Peacock
January,0022500508,20260105/GSWLAC,2026-01-05,2026-01-05T19:00:00,2026-01-05T19:00:00,2026-01-05T22:00:00,Intuit Dome,Inglewood,CA,1,10:00 pm ET,GSW,Warriors,Golden State,LAC,Clippers,LA,2026-01-06,03:00,7,"NBCSBA, Peacock",95.7 The Game,,Peacock
January,0022500509,20260105/UTAPOR,2026-01-05,2026-01-05T19:00:00,2026-01-05T20:00:00,2026-01-05T22:00:00,Moda Center,Portland,OR,1,10:00 pm ET,UTA,Jazz,Utah,POR,Trail Blazers,Portland,2026-01-06,03:00,8,"KJZZ, KUNP","KZNS / KSL / S: KTUB, Rip City Radio 620","BlazerVision, Jazz+",
January,0022500510,20260106/CLEIND,2026-01-06,2026-01-06T19:00:00,2026-01-06T19:00:00,2026-01-06T19:00:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:00 pm ET,CLE,Cavaliers,Cleveland,IND,Pacers,Indiana,2026-01-07,00:00,1,"FanDuel Sports Network - Indiana, FanDuel Sports Network - Ohio",93.5/107.5 The Fan,,
January,0022500511,20260106/ORLWAS,2026-01-06,2026-01-06T19:00:00,2026-01-06T19:00:00,2026-01-06T19:00:00,Capital One Arena,Washington,DC,1,7:00 pm ET,ORL,Magic,Orlando,WAS,Wizards,Washington,2026-01-07,00:00,2,"FanDuel Sports Network - Florida, Monumental Sports Network",,,
January,0022500512,20260106/SASMEM,2026-01-06,2026-01-06T19:00:00,2026-01-06T19:00:00,2026-01-06T20:00:00,FedExForum,Memphis,TN,1,8:00 pm ET,SAS,Spurs,San Antonio,MEM,Grizzlies,Memphis,2026-01-07,01:00,3,FanDuel Sports Network - Southeast - Memphis,WOAI/KXTN,,
January,0022500513,20260106/MIAMIN,2026-01-06,2026-01-06T19:00:00,2026-01-06T20:00:00,2026-01-06T20:00:00,Target Center,Minneapolis,MN,1,8:00 pm ET,MIA,Heat,Miami,MIN,Timberwolves,Minnesota,2026-01-07,01:00,4,"FanDuel Sports Network - North, NBC, Peacock","FM 104.3 WQAM, 560 AM   / S: WAQI 710",,"NBC, Peacock"
January,0022500514,20260106/LALNOP,2026-01-06,2026-01-06T19:00:00,2026-01-06T17:00:00,2026-01-06T20:00:00,Smoothie King Center,New Orleans,LA,1,8:00 pm ET,LAL,Lakers,Los Angeles,NOP,Pelicans,New Orleans,2026-01-07,01:00,5,"GCSEN / WVUE, Spectrum SportsNet",ESPN LA 710/1330 KWKW,"Pelicans+, Spectrum SportsNet+",
January,0022500515,20260106/DALSAC,2026-01-06,2026-01-06T20:00:00,2026-01-06T22:00:00,2026-01-06T23:00:00,Golden 1 Center,Sacramento,CA,1,11:00 pm ET,DAL,Mavericks,Dallas,SAC,Kings,Sacramento,2026-01-07,04:00,6,"KFAA, NBC, Peacock","97.1 FM / S: 99.1 FM, Sactown Sports 1140 AM",MavsTV,"NBC, Peacock"
January,0022500516,20260107/TORCHA,2026-01-07,2026-01-07T19:00:00,2026-01-07T19:00:00,2026-01-07T19:00:00,Spectrum Center,Charlotte,NC,1,7:00 pm ET,TOR,Raptors,Toronto,CHA,Hornets,Charlotte,2026-01-08,00:00,1,"FanDuel Sports Network - Southeast - Charlotte, TSN, TSN","TSN Radio 1050, WFNZ 610 AM/102.5 FM",,
January,0022500517,20260107/CHIDET,2026-01-07,2026-01-07T19:00:00,2026-01-07T18:00:00,2026-01-07T19:00:00,Little Caesars Arena,Detroit,MI,1,7:00 pm ET,CHI,Bulls,Chicago,DET,Pistons,Detroit,2026-01-08,00:00,2,"Chicago Sports Network, FanDuel Sports Network - Detroit",97.1 FM The Ticket,,
January,0022500518,20260107/WASPHI,2026-01-07,2026-01-07T19:00:00,2026-01-07T19:00:00,2026-01-07T19:00:00,Xfinity Mobile Arena,Philadelphia,PA,1,7:00 pm ET,WAS,Wizards,Washington,PHI,76ers,Philadelphia,2026-01-08,00:00,3,"Monumental Sports Network, NBC Sports Philadelphia",97.5 The Fanatic,,
January,0022500519,20260107/NOPATL,2026-01-07,2026-01-07T19:30:00,2026-01-07T18:30:00,2026-01-07T19:30:00,State Farm Arena,Atlanta,GA,1,7:30 pm ET,NOP,Pelicans,New Orleans,ATL,Hawks,Atlanta,2026-01-08,00:30,4,"FanDuel Sports Network - Southeast - Atlanta, GCSEN",WZGC,Pelicans+,
January,0022500520,20260107/DENBOS,2026-01-07,2026-01-07T19:30:00,2026-01-07T17:30:00,2026-01-07T19:30:00,TD Garden,Boston,MA,1,7:30 pm ET,DEN,Nuggets,Denver,BOS,Celtics,Boston,2026-01-08,00:30,5,"ALT/KTVD, NBC SPORTS BOSTON","98.5 The Sports Hub, Altitude Sports Radio 92.5 FM",,
January,0022500521,20260107/ORLBKN,2026-01-07,2026-01-07T19:30:00,2026-01-07T19:30:00,2026-01-07T19:30:00,Barclays Center,Brooklyn,NY,1,7:30 pm ET,ORL,Magic,Orlando,BKN,Nets,Brooklyn,2026-01-08,00:30,6,"FanDuel Sports Network - Florida, YES",,,
January,0022500522,20260107/LACNYK,2026-01-07,2026-01-07T19:30:00,2026-01-07T16:30:00,2026-01-07T19:30:00,Madison Square Garden,New York,NY,1,7:30 pm ET,LAC,Clippers,LA,NYK,Knicks,New York,2026-01-08,00:30,7,"FanDuel Sports Network - SoCal, MSG",880 ESPN New York,,
January,0022500523,20260107/LALSAS,2026-01-07,2026-01-07T18:30:00,2026-01-07T16:30:00,2026-01-07T19:30:00,Frost Bank Center,San Antonio,TX,1,7:30 pm ET,LAL,Lakers,Los Angeles,SAS,Spurs,San Antonio,2026-01-08,00:30,8,"ESPN, Spectrum SportsNet","ESPN LA 710/1330 KWKW, WOAI/KXTN",Spectrum SportsNet+,ESPN
January,0022500524,20260107/PHXMEM,2026-01-07,2026-01-07T19:00:00,2026-01-07T18:00:00,2026-01-07T20:00:00,FedExForum,Memphis,TN,1,8:00 pm ET,PHX,Suns,Phoenix,MEM,Grizzlies,Memphis,2026-01-08,01:00,9,"Arizona's Family 3TV / Arizona's Family Sports, FanDuel Sports Network - Southeast - Memphis",KMVP 98.7 / S: KSUN,Suns+,
January,0022500525,20260107/UTAOKC,2026-01-07,2026-01-07T19:00:00,2026-01-07T18:00:00,2026-01-07T20:00:00,Paycom Center,Oklahoma City,OK,1,8:00 pm ET,UTA,Jazz,Utah,OKC,Thunder,Oklahoma City,2026-01-08,01:00,10,"FanDuel Sports Network - Oklahoma, KJZZ","KZNS / KSL / S: KTUB, WWLS/WKY",Jazz+,
January,0022500526,20260107/MILGSW,2026-01-07,2026-01-07T19:00:00,2026-01-07T21:00:00,2026-01-07T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,MIL,Bucks,Milwaukee,GSW,Warriors,Golden State,2026-01-08,03:00,11,"ESPN, FanDuel Sports Network - Wisconsin, NBCSBA",95.7 The Game,,ESPN
January,0022500527,20260107/HOUPOR,2026-01-07,2026-01-07T19:00:00,2026-01-07T21:00:00,2026-01-07T22:00:00,Moda Center,Portland,OR,1,10:00 pm ET,HOU,Rockets,Houston,POR,Trail Blazers,Portland,2026-01-08,03:00,12,"KUNP, Space City Home Network","790 AM / S: KLTN TUDN, Rip City Radio 620",BlazerVision,
January,0022500528,20260108/INDCHA,2026-01-08,2026-01-08T19:00:00,2026-01-08T19:00:00,2026-01-08T19:00:00,Spectrum Center,Charlotte,NC,1,7:00 pm ET,IND,Pacers,Indiana,CHA,Hornets,Charlotte,2026-01-09,00:00,1,"FanDuel Sports Network - Indiana, FanDuel Sports Network - Southeast - Charlotte","93.5/107.5 The Fan, WFNZ 610 AM/102.5 FM",,
January,0022500529,20260108/MIACHI,2026-01-08,2026-01-08T19:00:00,2026-01-08T20:00:00,2026-01-08T20:00:00,United Center,Chicago,IL,1,8:00 pm ET,MIA,Heat,Miami,CHI,Bulls,Chicago,2026-01-09,01:00,2,"Chicago Sports Network, FanDuel Sports Network - Sun, NBA TV","FM 104.3 WQAM, 560 AM   / S: WAQI 710",,NBA TV
January,0022500530,20260108/CLEMIN,2026-01-08,2026-01-08T19:00:00,2026-01-08T20:00:00,2026-01-08T20:00:00,Target Center,Minneapolis,MN,1,8:00 pm ET,CLE,Cavaliers,Cleveland,MIN,Timberwolves,Minnesota,2026-01-09,01:00,3,"FanDuel Sports Network - North, FanDuel Sports Network - Ohio",,,
January,0022500531,20260108/DALUTA,2026-01-08,2026-01-08T19:00:00,2026-01-08T20:00:00,2026-01-08T21:00:00,Delta Center,Salt Lake City,UT,1,9:00 pm ET,DAL,Mavericks,Dallas,UTA,Jazz,Utah,2026-01-09,02:00,4,"KFAA, KJZZ","97.1 FM / S: 99.1 FM, KZNS / KSL / S: KTUB","Jazz+, MavsTV",
January,0022500532,20260109/TORBOS,2026-01-09,2026-01-09T19:00:00,2026-01-09T19:00:00,2026-01-09T19:00:00,TD Garden,Boston,MA,1,7:00 pm ET,TOR,Raptors,Toronto,BOS,Celtics,Boston,2026-01-10,00:00,1,"NBC SPORTS BOSTON, SN, SN","98.5 The Sports Hub, TSN Radio 1050",,
January,0022500533,20260109/PHIORL,2026-01-09,2026-01-09T19:00:00,2026-01-09T19:00:00,2026-01-09T19:00:00,Kia Center,Orlando,FL,1,7:00 pm ET,PHI,76ers,Philadelphia,ORL,Magic,Orlando,2026-01-10,00:00,2,"FanDuel Sports Network - Florida, NBC Sports Philadelphia",97.5 The Fanatic,,
January,0022500534,20260109/NOPWAS,2026-01-09,2026-01-09T19:00:00,2026-01-09T18:00:00,2026-01-09T19:00:00,Capital One Arena,Washington,DC,1,7:00 pm ET,NOP,Pelicans,New Orleans,WAS,Wizards,Washington,2026-01-10,00:00,3,"GCSEN, Monumental Sports Network",,Pelicans+,
January,0022500535,20260109/LACBKN,2026-01-09,2026-01-09T19:30:00,2026-01-09T16:30:00,2026-01-09T19:30:00,Barclays Center,Brooklyn,NY,1,7:30 pm ET,LAC,Clippers,LA,BKN,Nets,Brooklyn,2026-01-10,00:30,4,"FanDuel Sports Network - SoCal, YES",,,
January,0022500536,20260109/OKCMEM,2026-01-09,2026-01-09T19:00:00,2026-01-09T19:00:00,2026-01-09T20:00:00,FedExForum,Memphis,TN,1,8:00 pm ET,OKC,Thunder,Oklahoma City,MEM,Grizzlies,Memphis,2026-01-10,01:00,5,"FanDuel Sports Network - Oklahoma, FanDuel Sports Network - Southeast - Memphis, NBA TV",WWLS 98.1FM OKC,,NBA TV
January,0022500537,20260109/ATLDEN,2026-01-09,2026-01-09T19:00:00,2026-01-09T21:00:00,2026-01-09T21:00:00,Ball Arena,Denver,CO,1,9:00 pm ET,ATL,Hawks,Atlanta,DEN,Nuggets,Denver,2026-01-10,02:00,6,"Altitude, FanDuel Sports Network - Southeast - Atlanta","Altitude Sports Radio 92.5 FM, WZGC",,
January,0022500538,20260109/NYKPHX,2026-01-09,2026-01-09T19:00:00,2026-01-09T21:00:00,2026-01-09T21:00:00,Mortgage Matchup Center,Phoenix,AZ,1,9:00 pm ET,NYK,Knicks,New York,PHX,Suns,Phoenix,2026-01-10,02:00,7,"Arizona's Family 3TV / Arizona's Family Sports, MSG","880 ESPN New York, KMVP 98.7 / S: KSUN",Suns+,
January,0022500539,20260109/SACGSW,2026-01-09,2026-01-09T19:00:00,2026-01-09T19:00:00,2026-01-09T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,SAC,Kings,Sacramento,GSW,Warriors,Golden State,2026-01-10,03:00,8,"NBCSBA, NBCSCA","95.7 The Game, Sactown Sports 1140 AM",,
January,0022500540,20260109/HOUPOR,2026-01-09,2026-01-09T19:00:00,2026-01-09T21:00:00,2026-01-09T22:00:00,Moda Center,Portland,OR,1,10:00 pm ET,HOU,Rockets,Houston,POR,Trail Blazers,Portland,2026-01-10,03:00,9,"KUNP, Space City Home Network","790 AM / S: KLTN TUDN, Rip City Radio 620",BlazerVision,
January,0022500541,20260109/MILLAL,2026-01-09,2026-01-09T19:30:00,2026-01-09T21:30:00,2026-01-09T22:30:00,Crypto.com Arena,Los Angeles,CA,1,10:30 pm ET,MIL,Bucks,Milwaukee,LAL,Lakers,Los Angeles,2026-01-10,03:30,10,"FanDuel Sports Network - Wisconsin, NBA TV, Spectrum SportsNet",ESPN LA 710/1330 KWKW,Spectrum SportsNet+,NBA TV
January,0022500542,20260110/MINCLE,2026-01-10,2026-01-10T13:00:00,2026-01-10T12:00:00,2026-01-10T13:00:00,Rocket Arena,Cleveland,OH,1,1:00 pm ET,MIN,Timberwolves,Minnesota,CLE,Cavaliers,Cleveland,2026-01-10,18:00,1,"FanDuel Sports Network - North, Prime Video",,,Prime Video
January,0022500543,20260110/MIAIND,2026-01-10,2026-01-10T19:00:00,2026-01-10T19:00:00,2026-01-10T19:00:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:00 pm ET,MIA,Heat,Miami,IND,Pacers,Indiana,2026-01-11,00:00,2,"FanDuel Sports Network - Indiana, FanDuel Sports Network - Sun","93.5/107.5 The Fan, FM 104.3 WQAM, 560 AM   / S: WAQI 710",,
January,0022500544,20260110/LACDET,2026-01-10,2026-01-10T19:30:00,2026-01-10T16:30:00,2026-01-10T19:30:00,Little Caesars Arena,Detroit,MI,1,7:30 pm ET,LAC,Clippers,LA,DET,Pistons,Detroit,2026-01-11,00:30,3,"FanDuel Sports Network - SoCal, FDSNDTX",950 AM,,
January,0022500545,20260110/SASBOS,2026-01-10,2026-01-10T20:00:00,2026-01-10T19:00:00,2026-01-10T20:00:00,TD Garden,Boston,MA,1,8:00 pm ET,SAS,Spurs,San Antonio,BOS,Celtics,Boston,2026-01-11,01:00,4,NBC SPORTS BOSTON,"98.5 The Sports Hub, WOAI/KXTN",,
January,0022500546,20260110/DALCHI,2026-01-10,2026-01-10T19:00:00,2026-01-10T19:00:00,2026-01-10T20:00:00,United Center,Chicago,IL,1,8:00 pm ET,DAL,Mavericks,Dallas,CHI,Bulls,Chicago,2026-01-11,01:00,5,"Chicago Sports Network Plus, KFAA",97.1 FM / S: 99.1 FM,MavsTV,
