month,gid,gcode,game_date_local,tip_local_time,tip_away_local_time,tip_et_time,arena,city,state,status_code,status_text,visitor_abbr,visitor_team,visitor_city,home_abbr,home_team,home_city,utc_date,utc_time,seq,broadcasters_tv,broadcasters_radio,broadcasters_ott,broadcasters_natltv
November,0022500252,20251118/MEMSAS,2025-11-18,2025-11-18T19:00:00,2025-11-18T19:00:00,2025-11-18T20:00:00,Frost Bank Center,San Antonio,TX,1,8:00 pm ET,MEM,Grizzlies,Memphis,SAS,Spurs,San Antonio,2025-11-19,01:00,4,FanDuel Sports Network - Southeast - Memphis,WOAI/KXTN,,
November,0022500253,20251118/UTALAL,2025-11-18,2025-11-18T19:30:00,2025-11-18T20:30:00,2025-11-18T22:30:00,Crypto.com Arena,Los Angeles,CA,1,10:30 pm ET,UTA,Jazz,Utah,LAL,Lakers,Los Angeles,2025-11-19,03:30,5,"KJZZ, Spectrum SportsNet","ESPN LA 710/1330 KWKW, KZNS / KSL / S: KTUB","Jazz+, Spectrum SportsNet+",
November,0022500254,20251118/PHXPOR,2025-11-18,2025-11-18T20:00:00,2025-11-18T21:00:00,2025-11-18T23:00:00,Moda Center,Portland,OR,1,11:00 pm ET,PHX,Suns,Phoenix,POR,Trail Blazers,Portland,2025-11-19,04:00,6,"Arizona's Family 3TV / Arizona's Family Sports, NBC, Peacock","KMVP 98.7 / S: KSUN, Rip City Radio 620",Suns+,"NBC, Peacock"
November,0022500255,20251119/HOUCLE,2025-11-19,2025-11-19T19:00:00,2025-11-19T18:00:00,2025-11-19T19:00:00,Rocket Arena,Cleveland,OH,1,7:00 pm ET,HOU,Rockets,Houston,CLE,Cavaliers,Cleveland,2025-11-20,00:00,1,"FanDuel Sports Network - Ohio, Space City Home Network",790 AM / S: KLTN TUDN,,
November,0022500256,20251119/CHAIND,2025-11-19,2025-11-19T19:00:00,2025-11-19T19:00:00,2025-11-19T19:00:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:00 pm ET,CHA,Hornets,Charlotte,IND,Pacers,Indiana,2025-11-20,00:00,2,"FanDuel Sports Network - Indiana, FanDuel Sports Network - Southeast - Charlotte","93.5/107.5 The Fan, WFNZ 610 AM/102.5 FM",,
November,0022500257,20251119/GSWMIA,2025-11-19,2025-11-19T19:00:00,2025-11-19T16:00:00,2025-11-19T19:00:00,Kaseya Center,Miami,FL,1,7:00 pm ET,GSW,Warriors,Golden State,MIA,Heat,Miami,2025-11-20,00:00,3,"ESPN, FanDuel Sports Network - Sun, NBCSBA","95.7 The Game, FM 104.3 WQAM, 560 AM   / S: WAQI 710",,ESPN
November,0022500258,20251119/TORPHI,2025-11-19,2025-11-19T19:00:00,2025-11-19T19:00:00,2025-11-19T19:00:00,Xfinity Mobile Arena,Philadelphia,PA,1,7:00 pm ET,TOR,Raptors,Toronto,PHI,76ers,Philadelphia,2025-11-20,00:00,4,"NBC Sports Philadelphia, TSN, TSN","97.5 The Fanatic, Sportsnet 590",,
November,0022500259,20251119/WASMIN,2025-11-19,2025-11-19T19:00:00,2025-11-19T20:00:00,2025-11-19T20:00:00,Target Center,Minneapolis,MN,1,8:00 pm ET,WAS,Wizards,Washington,MIN,Timberwolves,Minnesota,2025-11-20,01:00,5,"FanDuel Sports Network - North, Monumental Sports Network",,,
November,0022500260,20251119/DENNOP,2025-11-19,2025-11-19T19:00:00,2025-11-19T18:00:00,2025-11-19T20:00:00,Smoothie King Center,New Orleans,LA,1,8:00 pm ET,DEN,Nuggets,Denver,NOP,Pelicans,New Orleans,2025-11-20,01:00,6,"Altitude, GCSEN",Altitude Sports Radio 92.5 FM,Pelicans+,
November,0022500261,20251119/SACOKC,2025-11-19,2025-11-19T19:00:00,2025-11-19T17:00:00,2025-11-19T20:00:00,Paycom Center,Oklahoma City,OK,1,8:00 pm ET,SAC,Kings,Sacramento,OKC,Thunder,Oklahoma City,2025-11-20,01:00,7,"FanDuel Sports Network - Oklahoma, NBCSCA","Sactown Sports 1140 AM, WWLS/WKY",,
November,0022500262,20251119/NYKDAL,2025-11-19,2025-11-19T20:30:00,2025-11-19T21:30:00,2025-11-19T21:30:00,American Airlines Center,Dallas,TX,1,9:30 pm ET,NYK,Knicks,New York,DAL,Mavericks,Dallas,2025-11-20,02:30,8,"ESPN, MSG","880 ESPN New York, 97.1 FM / S: 99.1 FM",,ESPN
November,0022500263,20251119/CHIPOR,2025-11-19,2025-11-19T19:00:00,2025-11-19T21:00:00,2025-11-19T22:00:00,Moda Center,Portland,OR,1,10:00 pm ET,CHI,Bulls,Chicago,POR,Trail Blazers,Portland,2025-11-20,03:00,9,"Chicago Sports Network, KUNP",Rip City Radio 620,BlazerVision,
November,0022500264,20251120/LACORL,2025-11-20,2025-11-20T19:00:00,2025-11-20T16:00:00,2025-11-20T19:00:00,Kia Center,Orlando,FL,1,7:00 pm ET,LAC,Clippers,LA,ORL,Magic,Orlando,2025-11-21,00:00,1,"FanDuel Sports Network - Florida, FanDuel Sports Network - SoCal",,,
November,0022500265,20251120/SACMEM,2025-11-20,2025-11-20T19:00:00,2025-11-20T17:00:00,2025-11-20T20:00:00,FedExForum,Memphis,TN,1,8:00 pm ET,SAC,Kings,Sacramento,MEM,Grizzlies,Memphis,2025-11-21,01:00,2,"FanDuel Sports Network - Southeast - Memphis, NBCSCA",Sactown Sports 1140 AM,,
November,0022500266,20251120/PHIMIL,2025-11-20,2025-11-20T19:00:00,2025-11-20T20:00:00,2025-11-20T20:00:00,Fiserv Forum,Milwaukee,WI,1,8:00 pm ET,PHI,76ers,Philadelphia,MIL,Bucks,Milwaukee,2025-11-21,01:00,3,"FanDuel Sports Network - Wisconsin, NBCSP+",97.5 The Fanatic,,
November,0022500267,20251120/ATLSAS,2025-11-20,2025-11-20T19:00:00,2025-11-20T20:00:00,2025-11-20T20:00:00,Frost Bank Center,San Antonio,TX,1,8:00 pm ET,ATL,Hawks,Atlanta,SAS,Spurs,San Antonio,2025-11-21,01:00,4,"FanDuel Sports Network - Southeast - Atlanta, NBA TV","WOAI/KXTN, WZGC",,NBA TV
November,0022500048,20251121/INDCLE,2025-11-21,2025-11-21T19:00:00,2025-11-21T19:00:00,2025-11-21T19:00:00,Rocket Arena,Cleveland,OH,1,7:00 pm ET,IND,Pacers,Indiana,CLE,Cavaliers,Cleveland,2025-11-22,00:00,1,Prime Video,93.5/107.5 The Fan,,Prime Video
November,0022500049,20251121/BKNBOS,2025-11-21,2025-11-21T19:30:00,2025-11-21T19:30:00,2025-11-21T19:30:00,TD Garden,Boston,MA,1,7:30 pm ET,BKN,Nets,Brooklyn,BOS,Celtics,Boston,2025-11-22,00:30,2,"NBC SPORTS BOSTON, YES",98.5 The Sports Hub,,
November,0022500050,20251121/WASTOR,2025-11-21,2025-11-21T19:30:00,2025-11-21T19:30:00,2025-11-21T19:30:00,Scotiabank Arena,Toronto,ON,1,7:30 pm ET,WAS,Wizards,Washington,TOR,Raptors,Toronto,2025-11-22,00:30,3,"Monumental Sports Network, SN, SN",TSN Radio 1050,,
November,0022500051,20251121/MIACHI,2025-11-21,2025-11-21T19:00:00,2025-11-21T20:00:00,2025-11-21T20:00:00,United Center,Chicago,IL,1,8:00 pm ET,MIA,Heat,Miami,CHI,Bulls,Chicago,2025-11-22,01:00,4,"Chicago Sports Network Plus, FanDuel Sports Network - Sun","FM 104.3 WQAM, 560 AM   / S: WAQI 710",,
November,0022500052,20251121/NOPDAL,2025-11-21,2025-11-21T19:30:00,2025-11-21T19:30:00,2025-11-21T20:30:00,American Airlines Center,Dallas,TX,1,8:30 pm ET,NOP,Pelicans,New Orleans,DAL,Mavericks,Dallas,2025-11-22,01:30,5,"GCSEN, KFAA/WFAA",97.1 FM / S: 99.1 FM,"MavsTV, Pelicans+",
November,0022500053,20251121/MINPHX,2025-11-21,2025-11-21T19:00:00,2025-11-21T20:00:00,2025-11-21T21:00:00,Mortgage Matchup Center,Phoenix,AZ,1,9:00 pm ET,MIN,Timberwolves,Minnesota,PHX,Suns,Phoenix,2025-11-22,02:00,6,"Arizona's Family Sports / CBS 5, FDSNNOX",KMVP 98.7 / S: KSUN,Suns+,
November,0022500054,20251121/DENHOU,2025-11-21,2025-11-21T20:30:00,2025-11-21T19:30:00,2025-11-21T21:30:00,Toyota Center,Houston,TX,1,9:30 pm ET,DEN,Nuggets,Denver,HOU,Rockets,Houston,2025-11-22,02:30,7,Prime Video,"790 AM / S: KLTN TUDN, Altitude Sports Radio 92.5 FM",,Prime Video
November,0022500055,20251121/OKCUTA,2025-11-21,2025-11-21T20:00:00,2025-11-21T21:00:00,2025-11-21T22:00:00,Delta Center,Salt Lake City,UT,1,10:00 pm ET,OKC,Thunder,Oklahoma City,UTA,Jazz,Utah,2025-11-22,03:00,8,"FanDuel Sports Network - Oklahoma, KJZZ","KZNS / KSL / S: KTUB, WWLS 98.1FM OKC",Jazz+,
November,0022500056,20251121/PORGSW,2025-11-21,2025-11-21T19:00:00,2025-11-21T19:00:00,2025-11-21T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,POR,Trail Blazers,Portland,GSW,Warriors,Golden State,2025-11-22,03:00,9,"KUNP, NBCSBA","95.7 The Game, Rip City Radio 620",BlazerVision,
November,0022500268,20251122/LACCHA,2025-11-22,2025-11-22T13:00:00,2025-11-22T10:00:00,2025-11-22T13:00:00,Spectrum Center,Charlotte,NC,1,1:00 pm ET,LAC,Clippers,LA,CHA,Hornets,Charlotte,2025-11-22,18:00,1,"FanDuel Sports Network - SoCal, FanDuel Sports Network - Southeast - Charlotte",WFNZ 610 AM/102.5 FM,,
November,0022500269,20251122/NYKORL,2025-11-22,2025-11-22T17:00:00,2025-11-22T17:00:00,2025-11-22T17:00:00,Kia Center,Orlando,FL,1,5:00 pm ET,NYK,Knicks,New York,ORL,Magic,Orlando,2025-11-22,22:00,2,"FanDuel Sports Network - Florida, MSG, NBA TV",880 ESPN New York,,NBA TV
November,0022500270,20251122/ATLNOP,2025-11-22,2025-11-22T18:00:00,2025-11-22T19:00:00,2025-11-22T19:00:00,Smoothie King Center,New Orleans,LA,1,7:00 pm ET,ATL,Hawks,Atlanta,NOP,Pelicans,New Orleans,2025-11-23,00:00,3,"FanDuel Sports Network - Southeast - Atlanta, GCSEN",WZGC,Pelicans+,
November,0022500271,20251122/WASCHI,2025-11-22,2025-11-22T19:00:00,2025-11-22T20:00:00,2025-11-22T20:00:00,United Center,Chicago,IL,1,8:00 pm ET,WAS,Wizards,Washington,CHI,Bulls,Chicago,2025-11-23,01:00,4,"Chicago Sports Network, MNMT2",,,
November,0022500272,20251122/DETMIL,2025-11-22,2025-11-22T19:00:00,2025-11-22T20:00:00,2025-11-22T20:00:00,Fiserv Forum,Milwaukee,WI,1,8:00 pm ET,DET,Pistons,Detroit,MIL,Bucks,Milwaukee,2025-11-23,01:00,5,"FanDuel Sports Network - Detroit, FanDuel Sports Network - Wisconsin, NBA TV",97.1 FM The Ticket,,NBA TV
November,0022500273,20251122/MEMDAL,2025-11-22,2025-11-22T19:30:00,2025-11-22T19:30:00,2025-11-22T20:30:00,American Airlines Center,Dallas,TX,1,8:30 pm ET,MEM,Grizzlies,Memphis,DAL,Mavericks,Dallas,2025-11-23,01:30,6,"FanDuel Sports Network - Southeast - Memphis, KFAA",97.1 FM / S: 99.1 FM,MavsTV,
November,0022500274,20251122/SACDEN,2025-11-22,2025-11-22T20:00:00,2025-11-22T19:00:00,2025-11-22T22:00:00,Ball Arena,Denver,CO,1,10:00 pm ET,SAC,Kings,Sacramento,DEN,Nuggets,Denver,2025-11-23,03:00,7,"Altitude, NBCSCA","Altitude Sports Radio 950 AM, Sactown Sports 1140 AM",,
November,0022500275,20251123/MIAPHI,2025-11-23,2025-11-23T13:00:00,2025-11-23T13:00:00,2025-11-23T13:00:00,Xfinity Mobile Arena,Philadelphia,PA,1,1:00 pm ET,MIA,Heat,Miami,PHI,76ers,Philadelphia,2025-11-23,18:00,1,"FanDuel Sports Network - Sun, NBC Sports Philadelphia","97.5 The Fanatic, FM 104.3 WQAM, 560 AM   / S: WAQI 710",,
November,0022500276,20251123/CHAATL,2025-11-23,2025-11-23T18:00:00,2025-11-23T18:00:00,2025-11-23T18:00:00,State Farm Arena,Atlanta,GA,1,6:00 pm ET,CHA,Hornets,Charlotte,ATL,Hawks,Atlanta,2025-11-23,23:00,2,"FanDuel Sports Network - Southeast - Atlanta, FanDuel Sports Network - Southeast - Charlotte","V-103 FM, WFNZ 610 AM/102.5 FM",,
November,0022500277,20251123/ORLBOS,2025-11-23,2025-11-23T18:00:00,2025-11-23T18:00:00,2025-11-23T18:00:00,TD Garden,Boston,MA,1,6:00 pm ET,ORL,Magic,Orlando,BOS,Celtics,Boston,2025-11-23,23:00,3,"FanDuel Sports Network - Florida, NBC SPORTS BOSTON",WROR (105.7 FM),,
November,0022500278,20251123/LACCLE,2025-11-23,2025-11-23T18:00:00,2025-11-23T15:00:00,2025-11-23T18:00:00,Rocket Arena,Cleveland,OH,1,6:00 pm ET,LAC,Clippers,LA,CLE,Cavaliers,Cleveland,2025-11-23,23:00,4,"FanDuel Sports Network - Ohio, FanDuel Sports Network - SoCal",,,
November,0022500279,20251123/BKNTOR,2025-11-23,2025-11-23T18:00:00,2025-11-23T18:00:00,2025-11-23T18:00:00,Scotiabank Arena,Toronto,ON,1,6:00 pm ET,BKN,Nets,Brooklyn,TOR,Raptors,Toronto,2025-11-23,23:00,5,"SN, SN, YES",Sportsnet 590,,
November,0022500280,20251123/POROKC,2025-11-23,2025-11-23T18:00:00,2025-11-23T16:00:00,2025-11-23T19:00:00,Paycom Center,Oklahoma City,OK,1,7:00 pm ET,POR,Trail Blazers,Portland,OKC,Thunder,Oklahoma City,2025-11-24,00:00,6,"FanDuel Sports Network - Oklahoma, KATU ABC 2/KUNP","Rip City Radio 620, WWLS/WKY",BlazerVision,
November,0022500281,20251123/SASPHX,2025-11-23,2025-11-23T18:00:00,2025-11-23T19:00:00,2025-11-23T20:00:00,Mortgage Matchup Center,Phoenix,AZ,1,8:00 pm ET,SAS,Spurs,San Antonio,PHX,Suns,Phoenix,2025-11-24,01:00,7,Arizona's Family 3TV / Arizona's Family Sports,"ESPN 620 / S: KSUN, WOAI/KXTN",Suns+,
November,0022500282,20251123/LALUTA,2025-11-23,2025-11-23T18:00:00,2025-11-23T17:00:00,2025-11-23T20:00:00,Delta Center,Salt Lake City,UT,1,8:00 pm ET,LAL,Lakers,Los Angeles,UTA,Jazz,Utah,2025-11-24,01:00,8,"KJZZ, Spectrum SportsNet","ESPN LA 710/1330 KWKW, KZNS / KSL / S: KTUB","Jazz+, Spectrum SportsNet+",
November,0022500283,20251124/DETIND,2025-11-24,2025-11-24T19:00:00,2025-11-24T19:00:00,2025-11-24T19:00:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:00 pm ET,DET,Pistons,Detroit,IND,Pacers,Indiana,2025-11-25,00:00,1,"FanDuel Sports Network - Detroit, FanDuel Sports Network - Indiana","93.5/107.5 The Fan, 950 AM",,
November,0022500284,20251124/CLETOR,2025-11-24,2025-11-24T19:00:00,2025-11-24T19:00:00,2025-11-24T19:00:00,Scotiabank Arena,Toronto,ON,1,7:00 pm ET,CLE,Cavaliers,Cleveland,TOR,Raptors,Toronto,2025-11-25,00:00,2,"FanDuel Sports Network - Ohio, Peacock, SN, SN",TSN Radio 1050,,Peacock
November,0022500285,20251124/NYKBKN,2025-11-24,2025-11-24T19:30:00,2025-11-24T19:30:00,2025-11-24T19:30:00,Barclays Center,Brooklyn,NY,1,7:30 pm ET,NYK,Knicks,New York,BKN,Nets,Brooklyn,2025-11-25,00:30,3,"MSG, YES",880 ESPN New York,,
November,0022500286,20251124/DALMIA,2025-11-24,2025-11-24T19:30:00,2025-11-24T18:30:00,2025-11-24T19:30:00,Kaseya Center,Miami,FL,1,7:30 pm ET,DAL,Mavericks,Dallas,MIA,Heat,Miami,2025-11-25,00:30,4,"FanDuel Sports Network - Sun, KFAA","97.1 FM / S: 99.1 FM, FM 104.3 WQAM, 560 AM   / S: WAQI 710",MavsTV,
November,0022500287,20251124/DENMEM,2025-11-24,2025-11-24T19:00:00,2025-11-24T18:00:00,2025-11-24T20:00:00,FedExForum,Memphis,TN,1,8:00 pm ET,DEN,Nuggets,Denver,MEM,Grizzlies,Memphis,2025-11-25,01:00,5,"ALT/KTVD, FanDuel Sports Network - Southeast - Memphis",Altitude Sports Radio 92.5 FM,,
November,0022500288,20251124/PORMIL,2025-11-24,2025-11-24T19:00:00,2025-11-24T17:00:00,2025-11-24T20:00:00,Fiserv Forum,Milwaukee,WI,1,8:00 pm ET,POR,Trail Blazers,Portland,MIL,Bucks,Milwaukee,2025-11-25,01:00,6,"FanDuel Sports Network - Wisconsin, KUNP",Rip City Radio 620,BlazerVision,
November,0022500289,20251124/CHINOP,2025-11-24,2025-11-24T19:00:00,2025-11-24T19:00:00,2025-11-24T20:00:00,Smoothie King Center,New Orleans,LA,1,8:00 pm ET,CHI,Bulls,Chicago,NOP,Pelicans,New Orleans,2025-11-25,01:00,7,"Chicago Sports Network, GCSEN",,Pelicans+,
November,0022500290,20251124/HOUPHX,2025-11-24,2025-11-24T19:30:00,2025-11-24T20:30:00,2025-11-24T21:30:00,Mortgage Matchup Center,Phoenix,AZ,1,9:30 pm ET,HOU,Rockets,Houston,PHX,Suns,Phoenix,2025-11-25,02:30,8,Peacock,"790 AM / S: KLTN TUDN, KMVP 98.7 / S: KSUN",,Peacock
November,0022500291,20251124/UTAGSW,2025-11-24,2025-11-24T19:00:00,2025-11-24T20:00:00,2025-11-24T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,UTA,Jazz,Utah,GSW,Warriors,Golden State,2025-11-25,03:00,9,"KJZZ, NBCSBA","95.7 The Game, KZNS / KSL / S: KTUB",Jazz+,
November,0022500292,20251124/MINSAC,2025-11-24,2025-11-24T19:00:00,2025-11-24T21:00:00,2025-11-24T22:00:00,Golden 1 Center,Sacramento,CA,1,10:00 pm ET,MIN,Timberwolves,Minnesota,SAC,Kings,Sacramento,2025-11-25,03:00,10,"FanDuel Sports Network - North, NBCSCA",Sactown Sports 1140 AM,,
November,0022500057,20251125/ATLWAS,2025-11-25,2025-11-25T19:00:00,2025-11-25T19:00:00,2025-11-25T19:00:00,Capital One Arena,Washington,DC,1,7:00 pm ET,ATL,Hawks,Atlanta,WAS,Wizards,Washington,2025-11-26,00:00,1,"FanDuel Sports Network - Southeast - Atlanta, Monumental Sports Network",WZGC,,
November,0022500058,20251125/ORLPHI,2025-11-25,2025-11-25T20:00:00,2025-11-25T20:00:00,2025-11-25T20:00:00,Xfinity Mobile Arena,Philadelphia,PA,1,8:00 pm ET,ORL,Magic,Orlando,PHI,76ers,Philadelphia,2025-11-26,01:00,2,"NBC, Peacock",97.5 The Fanatic,,"NBC, Peacock"
November,0022500059,20251125/LACLAL,2025-11-25,2025-11-25T20:00:00,2025-11-25T20:00:00,2025-11-25T23:00:00,Crypto.com Arena,Los Angeles,CA,1,11:00 pm ET,LAC,Clippers,LA,LAL,Lakers,Los Angeles,2025-11-26,04:00,3,"FanDuel Sports Network - SoCal, NBC, Peacock, Spectrum SportsNet",ESPN LA 710/1330 KWKW,Spectrum SportsNet+,"NBC, Peacock"
November,0022500060,20251126/DETBOS,2025-11-26,2025-11-26T17:00:00,2025-11-26T17:00:00,2025-11-26T17:00:00,TD Garden,Boston,MA,1,5:00 pm ET,DET,Pistons,Detroit,BOS,Celtics,Boston,2025-11-26,22:00,1,"ESPN, FanDuel Sports Network - Detroit","950 AM, WROR (105.7 FM)",,ESPN
November,0022500061,20251126/NYKCHA,2025-11-26,2025-11-26T19:00:00,2025-11-26T19:00:00,2025-11-26T19:00:00,Spectrum Center,Charlotte,NC,1,7:00 pm ET,NYK,Knicks,New York,CHA,Hornets,Charlotte,2025-11-27,00:00,2,"FanDuel Sports Network - Southeast - Charlotte, MSG","880 ESPN New York, WFNZ 610 AM/102.5 FM",,
November,0022500062,20251126/MILMIA,2025-11-26,2025-11-26T19:30:00,2025-11-26T18:30:00,2025-11-26T19:30:00,Kaseya Center,Miami,FL,1,7:30 pm ET,MIL,Bucks,Milwaukee,MIA,Heat,Miami,2025-11-27,00:30,3,"FanDuel Sports Network - Sun, FanDuel Sports Network - Wisconsin","FM 104.3 WQAM, 560 AM   / S: WAQI 710",,
November,0022500063,20251126/INDTOR,2025-11-26,2025-11-26T19:30:00,2025-11-26T19:30:00,2025-11-26T19:30:00,Scotiabank Arena,Toronto,ON,1,7:30 pm ET,IND,Pacers,Indiana,TOR,Raptors,Toronto,2025-11-27,00:30,4,"FanDuel Sports Network - Indiana, TSN, TSN","93.5/107.5 The Fan, Sportsnet 590",,
November,0022500064,20251126/MINOKC,2025-11-26,2025-11-26T18:30:00,2025-11-26T18:30:00,2025-11-26T19:30:00,Paycom Center,Oklahoma City,OK,1,7:30 pm ET,MIN,Timberwolves,Minnesota,OKC,Thunder,Oklahoma City,2025-11-27,00:30,5,ESPN,"ESPN Radio, WWLS/WKY",,ESPN
November,0022500065,20251126/MEMNOP,2025-11-26,2025-11-26T19:00:00,2025-11-26T19:00:00,2025-11-26T20:00:00,Smoothie King Center,New Orleans,LA,1,8:00 pm ET,MEM,Grizzlies,Memphis,NOP,Pelicans,New Orleans,2025-11-27,01:00,6,"FanDuel Sports Network - Southeast - Memphis, GCSEN",,Pelicans+,
November,0022500066,20251126/HOUGSW,2025-11-26,2025-11-26T19:00:00,2025-11-26T21:00:00,2025-11-26T22:00:00,Chase Center,San Francisco,CA,1,10:00 pm ET,HOU,Rockets,Houston,GSW,Warriors,Golden State,2025-11-27,03:00,7,"ESPN, NBCSBA","790 AM / S: KLTN TUDN, 95.7 The Game",,ESPN
November,0022500067,20251126/SASPOR,2025-11-26,2025-11-26T19:00:00,2025-11-26T21:00:00,2025-11-26T22:00:00,Moda Center,Portland,OR,1,10:00 pm ET,SAS,Spurs,San Antonio,POR,Trail Blazers,Portland,2025-11-27,03:00,8,KUNP,"Rip City Radio 620, WOAI/KXTN",BlazerVision,
November,0022500068,20251126/PHXSAC,2025-11-26,2025-11-26T19:00:00,2025-11-26T20:00:00,2025-11-26T22:00:00,Golden 1 Center,Sacramento,CA,1,10:00 pm ET,PHX,Suns,Phoenix,SAC,Kings,Sacramento,2025-11-27,03:00,9,"Arizona's Family 3TV / Arizona's Family Sports, NBCSCA","KMVP 98.7 / S: KSUN, Sactown Sports 1140 AM",Suns+,
November,0022500069,20251128/CLEATL,2025-11-28,2025-11-28T19:30:00,2025-11-28T19:30:00,2025-11-28T19:30:00,State Farm Arena,Atlanta,GA,1,7:30 pm ET,CLE,Cavaliers,Cleveland,ATL,Hawks,Atlanta,2025-11-29,00:30,1,"FanDuel Sports Network - Ohio, FanDuel Sports Network - Southeast - Atlanta",WZGC,,
November,0022500070,20251128/PHIBKN,2025-11-28,2025-11-28T19:30:00,2025-11-28T19:30:00,2025-11-28T19:30:00,Barclays Center,Brooklyn,NY,1,7:30 pm ET,PHI,76ers,Philadelphia,BKN,Nets,Brooklyn,2025-11-29,00:30,2,"NBC Sports Philadelphia, YES",97.5 The Fanatic,,
November,0022500071,20251128/CHICHA,2025-11-28,2025-11-28T19:30:00,2025-11-28T18:30:00,2025-11-28T19:30:00,Spectrum Center,Charlotte,NC,1,7:30 pm ET,CHI,Bulls,Chicago,CHA,Hornets,Charlotte,2025-11-29,00:30,3,"Chicago Sports Network, FanDuel Sports Network - Southeast - Charlotte",WFNZ 610 AM/102.5 FM,,
November,0022500072,20251128/ORLDET,2025-11-28,2025-11-28T19:30:00,2025-11-28T19:30:00,2025-11-28T19:30:00,Little Caesars Arena,Detroit,MI,1,7:30 pm ET,ORL,Magic,Orlando,DET,Pistons,Detroit,2025-11-29,00:30,4,"FanDuel Sports Network - Detroit, FanDuel Sports Network - Florida",97.1 FM The Ticket,,
November,0022500073,20251128/WASIND,2025-11-28,2025-11-28T19:30:00,2025-11-28T19:30:00,2025-11-28T19:30:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:30 pm ET,WAS,Wizards,Washington,IND,Pacers,Indiana,2025-11-29,00:30,5,"FanDuel Sports Network - Indiana, MNMT2",93.5/107.5 The Fan,,
November,0022500074,20251128/MILNYK,2025-11-28,2025-11-28T19:30:00,2025-11-28T18:30:00,2025-11-28T19:30:00,Madison Square Garden,New York,NY,1,7:30 pm ET,MIL,Bucks,Milwaukee,NYK,Knicks,New York,2025-11-29,00:30,6,Prime Video,880 ESPN New York,,Prime Video
November,0022500075,20251128/PHXOKC,2025-11-28,2025-11-28T20:30:00,2025-11-28T19:30:00,2025-11-28T21:30:00,Paycom Center,Oklahoma City,OK,1,9:30 pm ET,PHX,Suns,Phoenix,OKC,Thunder,Oklahoma City,2025-11-29,02:30,7,"Arizona's Family 3TV / Arizona's Family Sports, FanDuel Sports Network - Oklahoma","KMVP 98.7 / S: KSUN, WWLS/WKY",Suns+,
November,0022500076,20251128/SASDEN,2025-11-28,2025-11-28T19:30:00,2025-11-28T20:30:00,2025-11-28T21:30:00,Ball Arena,Denver,CO,1,9:30 pm ET,SAS,Spurs,San Antonio,DEN,Nuggets,Denver,2025-11-29,02:30,8,Altitude,"Altitude Sports Radio 92.5 FM, WOAI/KXTN",,
November,0022500077,20251128/SACUTA,2025-11-28,2025-11-28T19:30:00,2025-11-28T18:30:00,2025-11-28T21:30:00,Delta Center,Salt Lake City,UT,1,9:30 pm ET,SAC,Kings,Sacramento,UTA,Jazz,Utah,2025-11-29,02:30,9,"KJZZ, NBCSCA","KZNS / KSL / S: KTUB, Sactown Sports 1140 AM",Jazz+,
November,0022500078,20251128/DALLAL,2025-11-28,2025-11-28T19:00:00,2025-11-28T21:00:00,2025-11-28T22:00:00,Crypto.com Arena,Los Angeles,CA,1,10:00 pm ET,DAL,Mavericks,Dallas,LAL,Lakers,Los Angeles,2025-11-29,03:00,10,"Prime Video, TSN","97.1 FM / S: 99.1 FM, ESPN LA 710/1330 KWKW",,Prime Video
November,0022500079,20251128/MEMLAC,2025-11-28,2025-11-28T19:00:00,2025-11-28T21:00:00,2025-11-28T22:00:00,Intuit Dome,Inglewood,CA,1,10:00 pm ET,MEM,Grizzlies,Memphis,LAC,Clippers,LA,2025-11-29,03:00,11,"FanDuel Sports Network - SoCal, FanDuel Sports Network - Southeast - Memphis",,,
November,0022500293,20251129/BOSMIN,2025-11-29,2025-11-29T16:00:00,2025-11-29T17:00:00,2025-11-29T17:00:00,Target Center,Minneapolis,MN,1,5:00 pm ET,BOS,Celtics,Boston,MIN,Timberwolves,Minnesota,2025-11-29,22:00,1,"FanDuel Sports Network - North, NBA TV, NBC SPORTS BOSTON",WROR (105.7 FM),,NBA TV
November,0022500294,20251129/TORCHA,2025-11-29,2025-11-29T18:00:00,2025-11-29T18:00:00,2025-11-29T18:00:00,Spectrum Center,Charlotte,NC,1,6:00 pm ET,TOR,Raptors,Toronto,CHA,Hornets,Charlotte,2025-11-29,23:00,2,"FanDuel Sports Network - Southeast - Charlotte, TSN, TSN","Sportsnet 590, WFNZ 610 AM/102.5 FM",,
November,0022500295,20251129/CHIIND,2025-11-29,2025-11-29T19:30:00,2025-11-29T18:30:00,2025-11-29T19:30:00,Gainbridge Fieldhouse,Indianapolis,IN,1,7:30 pm ET,CHI,Bulls,Chicago,IND,Pacers,Indiana,2025-11-30,00:30,3,"Chicago Sports Network, FanDuel Sports Network - Indiana",93.5/107.5 The Fan,,
